Name,Mileage,Engine,Seats
Renault KWID RXT,25.17,799,5.0
Honda City 1.5 S MT,17.0,1497,5.0
Hyundai Grand i10 1.2 Kappa Magna AT,18.9,1197,5.0
Volkswagen Polo 1.0 MPI Comfortline,18.78,999,5.0
Maruti Swift VDI BSIV,25.2,1248,5.0
Nissan Sunny 2011-2014 Diesel XV,21.64,1461,5.0
Jaguar XF 2.2 Litre Luxury,16.36,2179,5.0
Maruti Ciaz ZDi SHVS,28.09,1248,5.0
Audi Q5 2008-2012 2.0 TDI,12.8,1968,5.0
Ford Figo Petrol ZXI,15.6,1196,5.0
Hyundai Santa Fe 4x4 AT,11.72,2199,7.0
Mahindra Scorpio VLX 2WD AIRBAG BSIV,12.05,2179,8.0
Renault Duster 110PS Diesel RxL,19.6,1461,5.0
Audi A4 New 2.0 TDI Multitronic,15.2,1968,5.0
Maruti Eeco 7 Seater Standard,15.1,1196,7.0
Mahindra Xylo E4,14.0,2498,7.0
Maruti Wagon R LXI,18.9,998,5.0
Maruti Wagon R LXI BSIII,14.0,1061,5.0
Maruti SX4 ZXI MT BSIV,15.5,1586,5.0
Toyota Innova Crysta 2.4 VX MT,13.68,2393,7.0
Toyota Innova 2.5 G (Diesel) 7 Seater,12.99,2494,7.0
Volkswagen Polo Diesel Trendline 1.2L,22.07,1199,5.0
Toyota Etios G,16.78,1496,5.0
Ford Ecosport 1.5 DV5 MT Titanium,22.7,1498,5.0
Hyundai Grand i10 CRDi Magna,24.0,1120,5.0
Honda City i VTEC CVT SV,18.0,1497,5.0
Toyota Innova 2.5 G3,12.8,2494,8.0
Hyundai EON Era Plus,21.1,814,5.0
Hyundai i10 Magna 1.2,20.36,1197,5.0
Mercedes-Benz E-Class 2009-2013 E 200 CGI Elegance,12.3,1796,5.0
Mahindra Bolero SLE,15.96,2523,7.0
Skoda Laura Ambition 2.0 TDI CR AT,20.0,1968,5.0
Maruti Swift ZXI,20.4,1197,5.0
Audi A4 2.0 TDI,16.55,1968,5.0
Ford Fiesta 1.4 SXi TDCi ABS,17.8,1399,5.0
Maruti SX4 Vxi BSIII,15.0,1586,5.0
Hyundai Grand i10 AT Asta,18.9,1197,5.0
Maruti Ritz AT,17.16,1197,5.0
Mahindra Scorpio 2.6 CRDe,10.5,2179,8.0
Mahindra Scorpio S4 7 Seater,15.4,2179,7.0
Maruti Alto LXi,19.7,796,5.0
Renault Duster 110PS Diesel RxZ,19.01,1461,5.0
Maruti Ignis 1.2 Alpha,20.89,1197,5.0
Toyota Innova 2.5 ZX Diesel 7 Seater,12.99,2494,7.0
BMW 7 Series 730Ld Eminence,16.77,2993,5.0
Hyundai Sonata Embera 2.0L CRDi MT,13.6,1991,5.0
Renault Duster Adventure Edition,19.01,1461,5.0
Audi A4 2.0 TDI 177 Bhp Technology Edition,17.11,1968,5.0
Jeep Compass 2.0 Longitude,17.1,1956,5.0
Hyundai Verna 1.4 VTVT,17.43,1396,5.0
Honda Amaze VX i-Vtech,18.0,1198,5.0
Hyundai Creta 1.6 CRDi SX Option,19.67,1582,5.0
Hyundai i10 Magna 1.1,19.81,1086,5.0
Mahindra TUV 300 T8,18.49,1493,7.0
Maruti Swift Dzire VXi,17.5,1298,5.0
Hyundai Accent GLE 1,13.2,1495,5.0
Mahindra XUV500 W8 2WD,15.1,2179,7.0
Maruti Alto K10 2010-2014 VXI,20.92,998,5.0
Chevrolet Beat LT,18.6,1199,5.0
Audi A6 2.7 TDI,12.4,2698,5.0
Mini Cooper 5 DOOR D,20.7,1496,5.0
Maruti Swift 1.3 LXI,16.1,1497.0,5.0
Tata Zest Revotron 1.2T XMS,17.57,1193,5.0
Honda City i DTEC SV,26.0,1498,5.0
Chevrolet Beat LT,18.6,1199,5.0
Audi A4 2.0 TDI Multitronic,16.55,1968,5.0
Ford Aspire Titanium Plus Diesel,26.1,1498,5.0
Hyundai Verna SX CRDi AT,19.08,1582,5.0
Honda City i VTEC CVT VX,18.0,1497,5.0
Hyundai i10 Sportz 1.2,20.36,1197,5.0
BMW X3 xDrive20d Expedition,18.56,1995,5.0
Audi A4 2.0 TDI,16.55,1968,5.0
Honda CR-V 2.4 AT,10.1,2354,5.0
Hyundai Grand i10 1.2 Kappa Asta,18.9,1197,5.0
Maruti Ciaz ZDi Plus SHVS,28.09,1248,5.0
Honda City i-VTEC V,17.4,1497,5.0
BMW 6 Series 640d Coupe,9.52,2993,4.0
Maruti Celerio VXI AMT,23.1,998,5.0
Renault Koleos 2.0 Diesel,13.73,1995,5.0
Ford Figo Diesel ZXI,20.0,1399,5.0
Toyota Innova 2.5 V Diesel 7-seater,12.8,2494,7.0
Maruti Dzire VDI,28.4,1248,5.0
Mercedes-Benz SLC 43 AMG,19.0,2996,2.0
Hyundai Santro LP zipPlus,0.0,1497.0,5.0
Mercedes-Benz E-Class E 220 d,16.1,1950,5.0
Hyundai Grand i10 1.2 Kappa Sportz,18.9,1197,5.0
Honda Mobilio S i VTEC,17.3,1497,7.0
Porsche Cayenne Turbo S,11.9,4806,5.0
Mahindra Quanto C8,17.21,1493,7.0
Toyota Corolla H5,13.4,1794,5.0
Mahindra KUV 100 mFALCON D75 K4,25.32,1198,6.0
BMW 3 Series 2005-2011 325i Sedan,10.9,2497,5.0
Maruti Alto 800 LXI,22.74,796,5.0
Audi Q3 35 TDI Quattro Premium,15.73,1968,5.0
Toyota Etios GD,23.59,1364,5.0
Mahindra XUV500 W8 2WD,15.1,2179,7.0
Toyota Fortuner 4x2 MT TRD Sportivo,13.0,2982,7.0
Mercedes-Benz GLE 250d,17.9,2143,5.0
Hyundai Creta 1.6 CRDi SX,19.67,1582,5.0
Honda City 1.5 V AT,16.8,1497,5.0
Audi A4 35 TDI Premium,17.11,1968,5.0
Maruti Zen VXI,17.3,993,5.0
Maruti Alto LXi,19.7,796,5.0
Maruti Baleno Delta Automatic,21.4,1197,5.0
Mahindra XUV500 W10 2WD,16.0,2179,7.0
Ford Freestyle Titanium Petrol,19.0,1194,5.0
Hyundai Elite i20 Asta Option,18.6,1197,5.0
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,19.27,2143,5.0
Honda City i VTEC SV,17.8,1497,5.0
Ford EcoSport 1.5 Ti VCT MT Titanium BE,18.88,1499,5.0
Maruti Baleno Alpha 1.2,21.4,1197,5.0
Hyundai i10 Sportz,20.36,1197,5.0
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,12.8,2494,8.0
Maruti Baleno Delta,21.4,1197,5.0
Audi Q7 3.0 TDI Quattro Technology,12.07,2967,7.0
Hyundai Santa Fe 2WD AT,13.01,2199,7.0
Honda City 1.5 V MT Exclusive,17.0,1497,5.0
Hyundai i20 1.4 CRDi Magna,21.9,1396,5.0
Mahindra Bolero SLE BSIII,13.6,2523,7.0
Toyota Fortuner 2.8 2WD AT,12.9,2755,7.0
BMW 3 Series 2005-2011 325i Sedan,10.9,2497,5.0
BMW 3 Series 320d Sedan,16.07,1995,5.0
Maruti Wagon R LXI,18.9,998,5.0
Maruti Ertiga ZDI,25.47,1248,7.0
Land Rover Range Rover Evoque 2.0 TD4 Pure,15.68,1999,5.0
Maruti Ertiga SHVS VDI,24.52,1248,7.0
Tata Indigo CS eVX,25.0,1396,5.0
Maruti Alto K10 LXI,20.92,998,5.0
Hyundai EON D Lite Plus,21.1,814,5.0
Ford Endeavour 3.0L 4X4 AT,11.4,2953,7.0
Ford Endeavour 2.2 Titanium AT 4X2,12.62,2198,7.0
Volkswagen Vento Diesel Highline,20.54,1598,5.0
Maruti Ciaz AT ZXi,19.12,1373,5.0
Hyundai EON D Lite Plus,21.1,814,5.0
Audi Q5 2.0 TDI Premium Plus,14.16,1968,5.0
Mahindra XUV500 W10 AWD,16.0,2179,7.0
Maruti Swift VDI,28.4,1248,5.0
Maruti Ritz VDi,21.1,1248,5.0
Mercedes-Benz New C-Class C 250 CDI Avantgarde,19.71,2143,5.0
Renault Duster 110PS Diesel RxZ,19.01,1461,5.0
Maruti Swift Dzire VXI,19.1,1197,5.0
Toyota Innova 2.5 VX (Diesel) 7 Seater,12.99,2494,7.0
Hyundai Creta 1.6 SX Option,15.8,1591,5.0
Maruti SX4 ZDI,21.79,1248,5.0
Mahindra XUV500 W8 2WD,15.1,2179,7.0
Honda City i-VTEC CVT VX,18.0,1497,5.0
Jaguar XF 2.2 Litre Luxury,16.36,2179,5.0
Ford Fiesta 1.4 SXi TDCi ABS,17.8,1399,5.0
BMW 5 Series 523i Sedan,10.8,2497,5.0
Audi A6 2011-2015 2.0 TDI Premium Plus,17.68,1968,5.0
Honda Brio 1.2 VX MT,18.5,1198,5.0
Honda City 1.5 V AT,16.8,1497,5.0
Volkswagen Polo Petrol Comfortline 1.2L,16.47,1198,5.0
Mahindra Scorpio SLE BSIII,12.05,2179,8.0
Honda City V MT,16.8,1497,5.0
Skoda Rapid 1.6 MPI Elegance,15.0,1598,5.0
Mahindra XUV500 W6 2WD,16.0,2179,7.0
Volkswagen Jetta 2007-2011 2.0 TDI Trendline,15.0,1896,5.0
Maruti Baleno Alpha Automatic,21.4,1197,5.0
Honda Amaze EX i-Dtech,25.8,1498,5.0
Volkswagen Vento 1.6 Highline,15.04,1598,5.0
Maruti Alto 800 LXI,22.74,796,5.0
Land Rover Discovery HSE Luxury 3.0 TD6,18.0,2993,7.0
Honda City i VTEC CVT VX,18.0,1497,5.0
Nissan Terrano XL 110 PS,19.01,1461,5.0
Maruti Alto LXi,19.7,796,5.0
Toyota Fortuner 2.8 4WD MT,14.24,2755,7.0
Hyundai i20 1.4 CRDi Magna,21.9,1396,5.0
Ford Figo Diesel Titanium,20.0,1399,5.0
Maruti Vitara Brezza ZDi Plus,24.3,1248,5.0
Hyundai Verna 1.6 SX,22.32,1582,5.0
Hyundai Tucson 2.0 Dual VTVT 2WD AT GL,12.95,1999,5.0
Maruti Ritz VDi,21.1,1248,5.0
Audi A4 2.0 TFSI,10.8,1984,5.0
Mercedes-Benz E-Class E250 CDI Launch Edition,13.0,2143,5.0
Renault Duster 85PS Diesel RxE,19.87,1461,5.0
Honda Amaze S AT i-Vtech,15.5,1198,5.0
Volvo S60 D4 SUMMUM,9.0,1984,5.0
Maruti Swift Dzire 1.2 Lxi BSIV,17.5,1197,5.0
Maruti Wagon R VXI,22.5,998,5.0
Maruti Omni MPI STD BSIV,16.8,796,5.0
Maruti SX4 VDI,21.5,1248,5.0
Ford Fiesta Titanium 1.5 TDCi,23.5,1498,5.0
Toyota Camry Hybrid,19.16,2494,5.0
Maruti Wagon R VXI,22.5,998,5.0
Mercedes-Benz E-Class E270 CDI,11.0,2987,5.0
Maruti Baleno Zeta Automatic,21.4,1197,5.0
Honda Jazz 1.2 VX i VTEC,18.7,1199,5.0
Mahindra Scorpio S10 AT 4WD,15.4,2179,7.0
Volkswagen Polo 1.2 MPI Trendline,16.47,1198,5.0
Hyundai i20 1.2 Era,17.0,1197,5.0
Toyota Camry W4 (AT),12.1,2362,5.0
Maruti Wagon R VXI,18.9,998,5.0
BMW 5 Series 2013-2017 520d M Sport,18.12,1995,5.0
Maruti Alto K10 VXI AGS,24.07,998,5.0
Mercedes-Benz New C-Class 220 CDI AT,14.84,2143,5.0
Maruti Alto 800 2016-2019 LXI,24.7,796,5.0
Maruti Swift VXI,18.6,1197,5.0
Chevrolet Sail Hatchback 1.2 LS ABS,18.2,1199,5.0
Hyundai i20 Asta 1.4 CRDi (Diesel),23.0,1396,5.0
Skoda Superb 2.5 TDi AT,11.9,2496,5.0
Toyota Corolla Altis D-4D G,21.43,1364,5.0
Toyota Fortuner 4x2 Manual,13.0,2982,7.0
Skoda Rapid 1.6 MPI AT Elegance,14.3,1598,5.0
Honda Brio 1.2 VX AT,16.5,1198,5.0
Volkswagen Polo Petrol Comfortline 1.2L,16.47,1198,5.0
Volkswagen Polo Petrol Comfortline 1.2L,16.47,1198,5.0
Maruti Zen Estilo LXI BSIII,18.2,998,5.0
Toyota Etios Cross 1.4L GD,23.59,1364,5.0
Mahindra XUV500 W8 2WD,15.1,2179,7.0
Hyundai Grand i10 AT Asta,18.9,1197,5.0
Ford Ecosport 1.5 DV5 MT Titanium Optional,22.7,1498,5.0
Honda City i-VTEC CVT ZX,18.0,1497,5.0
Honda City 1.5 V MT,17.0,1497,5.0
Maruti Celerio ZXI MT,23.1,998,5.0
Volkswagen Vento Petrol Highline,15.04,1598,5.0
Toyota Innova Crysta 2.8 ZX AT,11.36,2755,7.0
Hyundai i20 Magna,18.5,1197,5.0
Maruti Ritz VDi,23.2,1248,5.0
Audi A6 2011-2015 2.0 TDI Premium Plus,17.68,1968,5.0
Renault Duster Petrol RxL,13.24,1598,5.0
Honda Civic 2006-2010 1.8 V MT,13.5,1799,5.0
Tata Tiago 1.2 Revotron XT,23.84,1199,5.0
Audi A4 2.0 TDI,16.55,1968,5.0
Maruti Swift Dzire VXI,19.1,1197,5.0
Toyota Fortuner 2.8 4WD MT,14.24,2755,7.0
Mercedes-Benz M-Class ML 250 CDI,15.26,2143,5.0
Hyundai i20 Magna 1.4 CRDi,21.9,1396,5.0
Maruti Wagon R VXI 1.2,21.5,1197,5.0
Volkswagen Vento Diesel Highline,20.54,1598,5.0
Maruti Swift Dzire VXI,19.1,1197,5.0
Fiat Linea Emotion (Diesel),20.4,1248,5.0
Honda City 1.5 V MT,17.0,1497,5.0
Hyundai Creta 1.6 SX Plus Diesel,19.67,1582,5.0
Honda City i-DTEC ZX,25.6,1498,5.0
Maruti Omni 8 Seater BSIV,14.0,796,5.0
Maruti Swift LXI Option,20.4,1197,5.0
Mercedes-Benz M-Class ML 350 CDI Corporate,14.0,2987,5.0
Maruti Alto 800 2016-2019 LXI,24.7,796,5.0
Ford Figo Petrol Titanium,15.6,1196,5.0
Toyota Innova Crysta 2.4 G MT,13.68,2393,7.0
BMW 5 Series 2003-2012 520d,18.48,1995,5.0
Hyundai Santa Fe 4WD AT,13.01,2199,7.0
BMW 5 Series 520d Luxury Line,22.48,1995,5.0
Ford Fiesta EXi 1.4 TDCi Ltd,17.8,1399,5.0
Land Rover Range Rover 2.2L Prestige,12.7,2179,5.0
Toyota Etios Liva V,18.3,1497.0,5.0
Maruti Alto LX,19.7,796,5.0
Toyota Fortuner 3.0 Diesel,11.5,2982,7.0
Ford Ecosport 1.5 Ti VCT MT Titanium,15.8,1499,5.0
Maruti Baleno Sigma 1.2,21.4,1197,5.0
Mini Cooper Countryman D High,23.8,1998,5.0
Hyundai Verna 1.6 VTVT EX AT,17.01,1591,5.0
Ford Figo Diesel Titanium,20.0,1399,5.0
Honda Amaze S i-Dtech,25.8,1498,5.0
Renault Duster 110PS Diesel RxZ,19.01,1461,5.0
Ford EcoSport 1.5 Diesel Titanium,23.0,1498,5.0
BMW X6 xDrive30d,11.2,2993,4.0
Toyota Fortuner 2.8 4WD MT,14.24,2755,7.0
Mahindra Ssangyong Rexton RX7,11.18,2696,7.0
Maruti Celerio VXI,23.1,998,5.0
Hyundai i20 Sportz 1.2,18.6,1197,5.0
Ford EcoSport 1.0 Ecoboost Titanium Plus,18.88,999,5.0
Maruti Ciaz VDi,26.21,1248,5.0
Audi A4 2.0 TDI 177 Bhp Premium Plus,17.11,1968,5.0
Honda Amaze S i-Vtech,18.0,1198,5.0
Ford EcoSport 1.5 Ti VCT AT Titanium,15.63,1499,5.0
Maruti Alto K10 2010-2014 VXI,20.92,998,5.0
Audi A6 3.0 TDI quattro,16.77,2967,5.0
Volkswagen Passat Diesel Highline 2.0 TDI,18.33,1968,5.0
Maruti Swift VDI,28.4,1248,5.0
Mahindra Logan Diesel 1.5 DLS,19.2,1461,5.0
Maruti Ciaz Alpha,21.56,1462,5.0
Tata Nano Lx,26.0,624,4.0
Honda City 1.5 V AT,16.8,1497,5.0
Ford Figo 2015-2019 1.2P Trend MT,18.16,1196,5.0
Hyundai i20 Sportz 1.4 CRDi,22.54,1396,5.0
Ford EcoSport 1.5 Ti VCT MT Titanium BE,18.88,1499,5.0
Audi A4 2.0 TDI,16.55,1968,5.0
BMW 1 Series 118d Sport Line,20.58,1995,5.0
Tata Safari DICOR 2.2 LX 4x2,13.93,2179,7.0
Mahindra Scorpio VLX 4WD AIRBAG BSIV,12.05,2179,8.0
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,15.29,1591,5.0
Honda City ZX VTEC,16.9,1497,5.0
BMW X1 sDrive 20d Sportline,17.05,1995,5.0
Land Rover Range Rover Sport 2005 2012 HSE,14.7,2993,6.0
Maruti Alto LXi BSIII,19.7,796,5.0
Hyundai i10 Asta Sunroof AT,19.2,1197,5.0
Hyundai Elantra 2.0 SX Option AT,14.62,1999,5.0
Maruti Ciaz RS ZDi Plus SHVS,28.09,1248,5.0
BMW X5 xDrive 30d,15.3,2993,5.0
Chevrolet Tavera LT 9 Str BS IV,13.58,2499,9.0
Volkswagen Vento 1.5 TDI Trendline,20.64,1498,5.0
Honda City i VTEC V,17.8,1497,5.0
Maruti Swift VXI BSIV,20.4,1197,5.0
Volkswagen Jetta 2012-2014 2.0L TDI Comfortline,19.33,1968,5.0
Hyundai i20 Sportz 1.2,18.6,1197,5.0
Mahindra XUV500 W8 2WD,15.1,2179,7.0
Mercedes-Benz E-Class E 350 d,18.0,2987,5.0
Maruti Celerio LXI,23.1,998,5.0
Volkswagen Vento 1.6 Highline,15.04,1598,5.0
Tata Nano XT,23.9,624,4.0
Ford EcoSport 1.5 TDCi Titanium,22.77,1498,5.0
Maruti Swift 1.3 VXI ABS,16.1,1497.0,5.0
Hyundai Elantra 2.0 SX Option AT,14.62,1999,5.0
Chevrolet Enjoy 1.3 TCDi LTZ 8,18.2,1248,8.0
BMW X5 xDrive 30d M Sport,15.97,2993,5.0
Volkswagen Polo 1.5 TDI Highline,20.14,1498,5.0
Skoda Fabia 1.2 MPI Ambition Plus,16.25,1198,5.0
Volkswagen Vento Diesel Comfortline,20.54,1598,5.0
Mahindra Ssangyong Rexton RX7,11.18,2696,7.0
Nissan Terrano XL D Option,19.87,1461,5.0
Toyota Fortuner 2.8 2WD AT,12.9,2755,7.0
Maruti Swift 1.3 VXi,16.1,1497.0,5.0
Toyota Corolla H4,11.3,1794,5.0
Hyundai i10 Sportz,20.36,1197,5.0
Hyundai i20 1.4 CRDi Sportz,23.0,1396,5.0
Honda Amaze S i-Dtech,25.8,1498,5.0
Hyundai Verna 1.6 SX CRDI (O) AT,22.32,1582,5.0
Mercedes-Benz GLA Class 200 d Sport,17.9,2143,5.0
Volkswagen Polo 1.5 TDI Trendline,20.14,1498,5.0
Maruti Baleno Zeta Automatic,21.4,1197,5.0
Maruti Swift VDI,22.9,1248,5.0
Mahindra Xylo D2 BSIV,14.0,2489,8.0
Ford Ecosport 1.5 DV5 MT Trend,22.7,1498,5.0
Mahindra XUV500 W8 2WD,15.1,2179,7.0
Chevrolet Beat LS,18.6,1199,5.0
Hyundai Verna 1.6 VTVT,17.01,1591,5.0
Hyundai Grand i10 Asta,18.9,1197,5.0
Renault Duster 110PS Diesel RxZ,19.01,1461,5.0
Hyundai Xcent 1.2 Kappa S Option,19.1,1197,5.0
Hyundai i10 Sportz,20.36,1197,5.0
Mercedes-Benz GLA Class 200 Sport Edition,13.7,1991,5.0
Mercedes-Benz New C-Class 220 CDI MT,15.8,2148,5.0
Mercedes-Benz CLA 200 Sport Edition,15.04,1991,5.0
Hyundai Verna 1.6 SX CRDi (O),22.32,1582,5.0
Mahindra Xylo D2 Maxx,14.95,2489,9.0
Maruti Swift Dzire LDI,26.59,1248,5.0
Hyundai i10 Sportz,20.36,1197,5.0
Tata Safari Storme Explorer Edition,14.0,2179,7.0
Hyundai Grand i10 Asta,18.9,1197,5.0
Mini Cooper Convertible S,16.82,1998,4.0
Toyota Corolla H5,13.4,1794,5.0
Toyota Corolla Altis G MT,14.28,1798,5.0
Maruti Grand Vitara 2.4 MT,10.4,2393,5.0
Mahindra XUV500 W8 1.99 mHawk,16.0,1997,7.0
Mini Cooper 3 DOOR S,17.44,1998,4.0
Maruti Ritz VDi,21.1,1248,5.0
Volkswagen Polo Diesel Comfortline 1.2L,22.07,1199,5.0
Hyundai i10 Magna,20.36,1197,5.0
Maruti A-Star Vxi,19.0,998,5.0
Maruti Wagon R Stingray LXI,20.51,998,5.0
Honda Mobilio S i DTEC,24.2,1498,7.0
Hyundai EON Era Plus,21.1,814,5.0
Skoda Rapid 1.6 MPI AT Ambition,14.84,1598,5.0
Maruti Ciaz VDi Plus SHVS,28.09,1248,5.0
Mercedes-Benz M-Class ML 250 CDI,15.26,2143,5.0
Skoda Laura Elegance 2.0 TDI CR AT,20.0,1968,5.0
Maruti Vitara Brezza VDi Option,24.3,1248,5.0
Hyundai Grand i10 CRDi Sportz,24.0,1120,5.0
Maruti Ertiga VDI,25.47,1248,7.0
Hyundai i20 1.2 Sportz,17.0,1197,5.0
Mahindra XUV500 AT W10 FWD,16.0,2179,7.0
Skoda Superb Elegance 1.8 TSI AT,13.7,1798,5.0
Maruti Ciaz VXi Plus,20.73,1373,5.0
Hyundai Creta 1.6 CRDi SX,19.67,1582,5.0
Honda City 1.5 S MT,17.0,1497,5.0
Ford Endeavour 2.2 Trend MT 4X4,13.5,2198,7.0
Hyundai i20 2015-2017 1.4 Magna ABS,21.9,1396,5.0
Ford EcoSport 1.5 Petrol Trend,17.0,1497,5.0
Hyundai i20 1.2 Sportz,17.0,1197,5.0
Maruti Swift VXI BSIII,16.1,1298,5.0
Honda Jazz V CVT,19.0,1199,5.0
Volvo XC90 2007-2015 D5 AWD,11.1,2400,7.0
Maruti Baleno Alpha 1.2,21.4,1197,5.0
Mercedes-Benz GLA Class 200 CDI SPORT,17.9,2143,5.0
Renault KWID RXT,25.17,799,5.0
Ford Figo 2015-2019 1.2P Titanium Opt MT,18.16,1196,5.0
Toyota Fortuner 4x2 Manual,13.0,2982,7.0
Honda City 1.5 S MT,17.0,1497,5.0
Mahindra Scorpio S2 7 Seater,15.4,2523,7.0
BMW 3 Series 320d,13.2,1995,5.0
Maruti Vitara Brezza ZDi Plus,24.3,1248,5.0
Mercedes-Benz New C-Class C 200 CGI Elegance,11.74,1796,5.0
Hyundai Verna 1.6 VTVT,17.01,1591,5.0
Hyundai Grand i10 1.2 CRDi Sportz,24.0,1186,5.0
Volkswagen Polo 1.5 TDI Highline,20.14,1498,5.0
Honda Amaze S i-Vtech,18.0,1198,5.0
Honda CR-V 2.4 AT,10.1,2354,5.0
Hyundai Santro Xing GL Plus,17.92,1086,5.0
Mercedes-Benz B Class B200 CDI,15.0,2143,5.0
Honda Amaze S i-Vtech,18.0,1198,5.0
Toyota Fortuner 4x2 AT,12.55,2982,7.0
Hyundai Verna 1.6 VTVT,17.01,1591,5.0
Jaguar XJ 3.0L Portfolio,10.5,2993,4.0
BMW 3 Series 320d,22.69,1995,5.0
Hyundai i20 Magna 1.4 CRDi (Diesel),21.9,1396,5.0
Ford Figo Diesel EXI Option,18.5,1399,5.0
Maruti Wagon R LXI BSIII,14.0,1061,5.0
Hyundai Xcent 1.2 Kappa S Option,19.1,1197,5.0
Mahindra Xylo H4,14.02,2179,7.0
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,19.27,2143,5.0
Hyundai i10 Magna,20.36,1197,5.0
Toyota Fortuner 3.0 Diesel,11.5,2982,7.0
Toyota Camry Hybrid,19.16,2494,5.0
Ford Figo Diesel ZXI,20.0,1399,5.0
Hyundai Xcent 1.2 Kappa S Option,19.1,1197,5.0
Hyundai i20 Sportz 1.2,18.6,1197,5.0
Maruti Dzire VDI,28.4,1248,5.0
Honda City 1.5 S MT,17.0,1497,5.0
Maruti Baleno Delta 1.3,27.39,1248,5.0
Hyundai EON Era Plus,21.1,814,5.0
Volkswagen Polo 1.5 TDI Highline,20.14,1498,5.0
Chevrolet Beat Diesel LS,25.44,936,5.0
BMW 5 Series 520d Luxury Line,22.48,1995,5.0
Mercedes-Benz GLC 220d 4MATIC Sport,17.9,2143,5.0
Maruti Alto K10 VXI,24.07,998,5.0
Hyundai Xcent 1.2 VTVT S,20.14,1197,5.0
Hyundai i10 Magna 1.1,19.81,1086,5.0
Maruti Swift Dzire Tour LDI,23.4,1248,5.0
Hyundai Xcent 1.2 CRDi E Plus,25.4,1186,5.0
Nissan Sunny Diesel XV,22.71,1461,5.0
Hyundai Creta 1.6 SX Option,15.8,1591,5.0
Toyota Fortuner 2.8 2WD AT,12.9,2755,7.0
Maruti Ritz VXi,18.5,1197,5.0
Renault Pulse RxL,23.08,1461,5.0
Skoda Fabia 1.2 MPI Ambiente Petrol,17.5,1198,5.0
Ford EcoSport 1.5 Diesel Titanium,23.0,1498,5.0
Volkswagen Vento Petrol Comfortline,15.04,1598,5.0
Nissan Terrano XV 110 PS,19.01,1461,5.0
Audi Q3 2012-2015 35 TDI Quattro Premium,15.73,1968,5.0
Toyota Innova 2.5 GX (Diesel) 7 Seater,12.99,2494,7.0
Tata Zest Revotron 1.2T XE,17.57,1193,5.0
Toyota Fortuner 3.0 Diesel,11.5,2982,7.0
BMW X3 xDrive20d,16.09,1995,5.0
Maruti SX4 S Cross DDiS 320 Zeta,22.7,1598,5.0
Honda City 1.5 S MT,17.0,1497,5.0
Maruti Swift Dzire LDI,26.59,1248,5.0
BMW 3 Series 320d M Sport,22.69,1995,5.0
Nissan Micra XV CVT,19.34,1198,5.0
Maruti Baleno Zeta Automatic,21.4,1197,5.0
Maruti Ciaz ZDi Plus,26.21,1248,5.0
Mercedes-Benz CLA 200 CDI Style,17.9,2143,5.0
Honda Mobilio RS i DTEC,24.5,1498,7.0
Toyota Innova 2.5 GX (Diesel) 8 Seater,12.99,2494,8.0
Jaguar XF 3.0 Litre S Premium Luxury,14.74,2993,5.0
Toyota Etios Petrol TRD Sportivo,17.6,1496,5.0
Chevrolet Beat Diesel LS,25.44,936,5.0
Honda Accord 2.4 M/T,12.8,2354,5.0
Maruti Alto LXi,19.7,796,5.0
Skoda Octavia Ambition 2.0 TDI AT,19.3,1968,5.0
Toyota Innova 2.5 V Diesel 7-seater,12.8,2494,7.0
Audi A4 35 TDI Premium Sport,17.11,1968,5.0
Maruti Vitara Brezza ZDi Plus Dual Tone,24.3,1248,5.0
Hyundai Grand i10 Sportz,18.9,1197,5.0
Toyota Corolla DX,13.4,1794,5.0
Tata Hexa XTA,17.6,2179,7.0
Hyundai i20 2015-2017 1.2 Asta,17.0,1197,5.0
Hyundai Verna 1.6 SX VTVT,17.01,1591,5.0
Maruti Omni 8 Seater BSIV,14.0,796,5.0
Maruti Alto 800 2016-2019 VXI,24.7,796,5.0
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,19.27,2143,5.0
Hyundai i10 Era 1.1,19.81,1086,5.0
Skoda Superb Style 1.8 TSI AT,14.67,1798,5.0
Volkswagen Vento 1.5 TDI Highline AT,21.5,1498,5.0
Honda Civic 2010-2013 1.8 V MT,14.8,1799,5.0
BMW 3 Series 320i Sedan,12.05,1995,5.0
Hyundai Santro Xing GLS,17.92,1086,5.0
Honda Accord 2001-2003 2.3 VTi L AT,11.1,2354,5.0
Maruti Ertiga VDI,20.77,1248,7.0
Ford Fiesta Classic 1.4 Duratorq LXI,18.6,1388,5.0
Audi Q7 3.0 TDI Quattro Premium Plus,12.07,2967,7.0
Audi A4 35 TDI Premium,17.11,1968,5.0
Tata Indica Vista Quadrajet VX,22.3,1248,5.0
Hyundai Verna CRDi ABS,18.1,1493,5.0
Mercedes-Benz E-Class E 220 d,16.1,1950,5.0
BMW 3 Series 320d Luxury Line,22.69,1995,5.0
Hyundai Grand i10 CRDi Asta,24.0,1120,5.0
Hyundai i10 Sportz AT,16.95,1197,5.0
Maruti Swift VXi BSIV,16.1,1197,5.0
Hyundai Santro Xing GLS,17.92,1086,5.0
BMW 6 Series Gran Coupe,17.54,2993,4.0
